##################################################;;;;;;;;;;;;;;x;
# Generic Tech Names;;;;;;;;;;;;;;x;
##################################################;;;;;;;;;;;;;;x;
AFG_small_fueltank_6;500 Litre Fuel Tank;;;;;;;;;;;;;x ;;
AFG_single_engine_aircraft_armament_1;2x 12.7mm BS MG;;;;;;;;;;;;;x ;;
AFG_single_engine_aircraft_armament_2;2x 20mm ShVAK Cannons & 2x 7.62mm ShKAS MG;;;;;;;;;;;;;x ;;
AFG_single_engine_aircraft_armament_3;2x 20mm ShVAK Cannons & 2x 12.7mm UBS MG;;;;;;;;;;;;;x ;;
AFG_single_engine_aircraft_armament_4;4x 20mm ShVAK Cannons & 4x 12.7mm UBS MG;;;;;;;;;;;;;x ;;
AFG_single_engine_aircraft_armament_5;4x 23mm NS-23 Cannons;;;;;;;;;;;;;x ;;
AFG_single_engine_aircraft_armament_6;37mm NL-37 & 2x 23mm NS-23 Cannons;;;;;;;;;;;;;;;
AFG_small_bomb_1;100kg FAB-50 Bombs;;;;;;;;;;;;;x ;;
AFG_small_bomb_2;200kg FAB-100 Bombs;;;;;;;;;;;;;x ;;
AFG_small_bomb_3;300kg FAB-150 Bombs;;;;;;;;;;;;;x ;;
AFG_small_bomb_4;400kg FAB-200 Bombs;;;;;;;;;;;;;x ;;
AFG_small_bomb_5;500kg FAB-250 Bombs;;;;;;;;;;;;;x ;;
AFG_small_bomb_6;750kg FAB-250 Bombs;;;;;;;;;;;;;x ;;
AFG_twin_engine_aircraft_armament_1;4x 7.62mm ShKAS MG;;;;;;;;;;;;;x ;;
AFG_twin_engine_aircraft_armament_2;2x 12.7mm UBS & 3x 7.62mm ShKAS MG;;;;;;;;;;;;;x ;;
AFG_twin_engine_aircraft_armament_3;5x 12.7mm UBS MG;;;;;;;;;;;;;x ;;
AFG_twin_engine_aircraft_armament_4;2x 20mm ShVAK Cannons & 4x 12.7mm UBS MG;;;;;;;;;;;;;x ;;
AFG_twin_engine_aircraft_armament_5;10x 12.7mm UBS MG;;;;;;;;;;;;;x ;;
AFG_twin_engine_aircraft_armament_6;4x 23mm NR-23 Cannons;;;;;;;;;;;;;x ;;
AFG_medium_bomb_1;1000kg FAB-100 Bombs;;;;;;;;;;;;;x ;;
AFG_medium_bomb_2;1500kg FAB-250 Bombs;;;;;;;;;;;;;x ;;
AFG_medium_bomb_3;2000kg FAB-250 Bombs;;;;;;;;;;;;;x ;;
AFG_medium_bomb_4;2500kg FAB-500 Bombs;;;;;;;;;;;;;x ;;
AFG_medium_bomb_5;3000kg FAB-500 Bombs;;;;;;;;;;;;;x ;;
AFG_medium_bomb_6;4000kg FAB-1000 Bombs;;;;;;;;;;;;;x ;;
AFG_large_fueltank_1;600 Litre Fuel Tank;;;;;;;;;;;;;x ;;
AFG_large_fueltank_2;1000 Litre Fuel Tank;;;;;;;;;;;;;x ;;
AFG_large_fueltank_3;1500 Litre Fuel Tank;;;;;;;;;;;;;x ;;
AFG_large_fueltank_4;2000 Litre Fuel Tank;;;;;;;;;;;;;x ;;
AFG_large_fueltank_5;3000 Litre Fuel Tank;;;;;;;;;;;;;x ;;
AFG_large_fueltank_6;4000 Litre Fuel Tank;;;;;;;;;;;;;x ;;
AFG_cargo_hold_1;2000kg Cargo Space;;;;;;;;;;;;;x ;;
AFG_cargo_hold_2;5000kg Cargo Space;;;;;;;;;;;;;x ;;
AFG_cargo_hold_3;8000kg Cargo Space;;;;;;;;;;;;;x ;;
AFG_cargo_hold_4;10000kg Cargo Space;;;;;;;;;;;;;x ;;
AFG_cargo_hold_5;12000kg Cargo Space;;;;;;;;;;;;;x ;;
AFG_cargo_hold_6;14000kg Cargo Space;;;;;;;;;;;;;x ;;
AFG_small_airsearch_radar_1;Zhuk-1;;;;;;;;;;;;;x ;;
AFG_small_airsearch_radar_2;Zhuk-3-III;;;;;;;;;;;;;x ;;
AFG_small_airsearch_radar_3;Zhuk-4-I;;;;;;;;;;;;;x ;;
AFG_small_airsearch_radar_4;Zhuk-6;;;;;;;;;;;;;x ;;
AFG_small_airsearch_radar_5;Zhuk-8;;;;;;;;;;;;;x ;;
AFG_medium_airsearch_radar_1;Zhuk-2-II;;;;;;;;;;;;;x ;;
AFG_medium_airsearch_radar_2;Zhuk-5;;;;;;;;;;;;;x ;;
AFG_medium_airsearch_radar_3;Zhuk-7-I;;;;;;;;;;;;;x ;;
AFG_medium_airsearch_radar_4;Zhuk-9;;;;;;;;;;;;;x ;;
AFG_medium_airsearch_radar_5;Zhuk-11;;;;;;;;;;;;;x ;;
AFG_large_airsearch_radar_1;Zhuk-F;;;;;;;;;;;;;x ;;
AFG_large_airsearch_radar_2;Zhuk-G;;;;;;;;;;;;;x ;;
AFG_large_airsearch_radar_3;Zhuk-H;;;;;;;;;;;;;x ;;
AFG_large_airsearch_radar_4;Zhuk-L;;;;;;;;;;;;;x ;;
AFG_large_airsearch_radar_5;Zhuk-M;;;;;;;;;;;;;x ;;
AFG_small_navagation_radar_1;Sapfir-1;;;;;;;;;;;;;x ;;
AFG_small_navagation_radar_2;Sapfir-5;;;;;;;;;;;;;x ;;
AFG_small_navagation_radar_3;Sapfir-8;;;;;;;;;;;;;x ;;
AFG_small_navagation_radar_4;KOPYO;;;;;;;;;;;;;x ;;
AFG_small_navagation_radar_5;PSBN-M;;;;;;;;;;;;;x ;;
AFG_medium_navagation_radar_1;Sapfir-2;;;;;;;;;;;;;x ;;
AFG_medium_navagation_radar_2;Sapfir-3;;;;;;;;;;;;;x ;;
AFG_medium_navagation_radar_3;Sapfir-7;;;;;;;;;;;;;x ;;
AFG_medium_navagation_radar_4;Sapfir-9;;;;;;;;;;;;;x ;;
AFG_medium_navagation_radar_5;PSBN-S;;;;;;;;;;;;;x ;;
AFG_large_navagation_radar_1;Sapfir-4;;;;;;;;;;;;;x ;;
AFG_large_navagation_radar_2;Sapfir-7;;;;;;;;;;;;;x ;;
AFG_large_navagation_radar_3;Sapfir-11;;;;;;;;;;;;;x ;;
AFG_large_navagation_radar_4;Sapfir-12;;;;;;;;;;;;;x ;;
AFG_large_navagation_radar_5;PSBN-B;;;;;;;;;;;;;x ;;
AFG_drop_tanks_1;75 Litre Drop Tanks;;;;;;;;;;;;;x ;;
AFG_jet_engine_1;Tumansky RD-10;;;;;;;;;;;;;x
AFG_radio_0;Wireless Set No.2 Radio;;;;;;;;;;;;;x
AFG_radio_1;Wireless Set No.7 Radio;;;;;;;;;;;;;x
AFG_radio_2;Torn.E.b;;;;;;;;;;;;;x
AFG_radio_3;Lw.E.a;;;;;;;;;;;;;x
AFG_radio_4;RSB-F;;;;;;;;;;;;;x
AFG_radio_5;RBM-1;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ALB_smallarms_technology_0;Fucile di Fanteria Modello 1891;;;;;;;;;;;;;x
ALB_smallarms_technology_1;Beretta Modello 1918;;;;;;;;;;;;;x
ALB_smallarms_technology_2;Fucile di Fanteria Modello 1928;;;;;;;;;;;;;x
ALB_smallarms_technology_3;Beretta Modello 1930;;;;;;;;;;;;;x
ALB_smallarms_technology_4;Fucile di Fanteria Modello 1934;;;;;;;;;;;;;x
ALB_smallarms_technology_5;Fucile di Fanteria Modello 1938;;;;;;;;;;;;;x
ALB_smallarms_technology_6;Beretta Modello 1938;;;;;;;;;;;;;x
ALB_smallarms_technology_7;Fucile di Fanteria Modello 1940;;;;;;;;;;;;;x
ALB_smallarms_technology_8;Beretta Modello 1942;;;;;;;;;;;;;x
ALB_smallarms_technology_9;SKS;;;;;;;;;;;;;x
ALB_smallarms_technology_10;AK-47;;;;;;;;;;;;;x
ALB_support_weapon_technology_0;Fiat-Revelli Modello 1914;;;;;;;;;;;;;x
ALB_support_weapon_technology_1;Fiat-Revelli Modello 1918;;;;;;;;;;;;;x
ALB_support_weapon_technology_2;Fucile Mitragliatore Breda Modello 1930;;;;;;;;;;;;;x
ALB_support_weapon_technology_3;Fucile Mitragliatore Breda Modello 1931;;;;;;;;;;;;;x 
ALB_support_weapon_technology_4;Fiat-Revelli Modello 1935;;;;;;;;;;;;;x
ALB_support_weapon_technology_5;Mortaio Brixia Modello 1935;;;;;;;;;;;;;x
ALB_support_weapon_technology_6;Mortaio da 81 Modello 1935;;;;;;;;;;;;;x
ALB_support_weapon_technology_7;Fucile Mitragliatore Breda Modello 1938;;;;;;;;;;;;;x
ALB_support_weapon_technology_8;Scotti-Isotta Modello 1941;;;;;;;;;;;;;x
ALB_support_weapon_technology_9;12.7mm DShK-44;;;;;;;;;;;;;x
ALB_support_weapon_technology_10;7.62mm RP-46;;;;;;;;;;;;;x
ALB_light_artillery_technology_0;Cannone da 65/17 Modello 13;;;;;;;;;;;;;x
ALB_light_artillery_technology_1;Cannone da 70/15;;;;;;;;;;;;;x
ALB_light_artillery_technology_5;Obice da 75/18 Modello 1934;;;;;;;;;;;;;x
ALB_light_artillery_technology_6;Obice da 75/18 Modello 1935;;;;;;;;;;;;;x
ALB_light_artillery_technology_7;Cannone da 75/32 Modello 1937;;;;;;;;;;;;;x
ALB_light_artillery_technology_9;76mm Battalional Gun M1943 OB-25;;;;;;;;;;;;;x
ALB_light_anti_tank_technology_0;8mm Fucile anticarro;;;;;;;;;;;;;x 
ALB_light_anti_tank_technology_2;Fucile Anticarro 'Solothurn';;;;;;;;;;;;;x 
ALB_light_anti_tank_technology_4;Panzerfaust 30;;;;;;;;;;;;;x 
ALB_light_anti_tank_technology_5;Faustpatrone;;;;;;;;;;;;;x
ALB_light_anti_tank_technology_6;Panzerschreck;;;;;;;;;;;;;x 
ALB_light_anti_tank_technology_7;RPG-6 HEAT Grenade;;;;;;;;;;;;;x
ALB_militia_smallarms_0;Fucile di Fanteria Modello 1891;;;;;;;;;;;;;x
ALB_militia_smallarms_1;Beretta Modello 1918;;;;;;;;;;;;;x
ALB_militia_smallarms_2;Fucile di Fanteria Modello 1928;;;;;;;;;;;;;x
ALB_militia_smallarms_3;Beretta Modello 1930;;;;;;;;;;;;;x
ALB_militia_smallarms_4;Fucile di Fanteria Modello 1934;;;;;;;;;;;;;x
ALB_militia_smallarms_5;Fucile di Fanteria Modello 1938;;;;;;;;;;;;;x
ALB_militia_smallarms_6;Beretta Modello 1938;;;;;;;;;;;;;x
ALB_militia_smallarms_7;Fucile di Fanteria Modello 1940;;;;;;;;;;;;;x
ALB_militia_smallarms_8;Beretta Modello 1942;;;;;;;;;;;;;x
ALB_militia_smallarms_9;SKS;;;;;;;;;;;;;x
ALB_militia_smallarms_10;AK-47;;;;;;;;;;;;;x
ALB_militia_support_weapons_0;Fiat-Revelli Modello 1914;;;;;;;;;;;;;x
ALB_militia_support_weapons_1;Fiat-Revelli Modello 1918;;;;;;;;;;;;;x
ALB_militia_support_weapons_2;Fucile Mitragliatore Breda Modello 1930;;;;;;;;;;;;;x
ALB_militia_support_weapons_3;Fucile Mitragliatore Breda Modello 1931;;;;;;;;;;;;;x 
ALB_militia_support_weapons_4;Fiat-Revelli Modello 1935;;;;;;;;;;;;;x
ALB_militia_support_weapons_5;Mortaio Brixia Modello 1935;;;;;;;;;;;;;x
ALB_militia_support_weapons_6;Mortaio da 81 Modello 1935;;;;;;;;;;;;;x
ALB_militia_support_weapons_7;Fucile Mitragliatore Breda Modello 38;;;;;;;;;;;;;x
ALB_militia_support_weapons_8;Scotti-Isotta Modello 1941;;;;;;;;;;;;;x
ALB_militia_support_weapons_9;12.7mm DShK-44;;;;;;;;;;;;;x
ALB_militia_support_weapons_10;7.62mm RP-46;;;;;;;;;;;;;x
ALB_artillery_3;10cm Schwere Kanone 18;;;;;;;;;;;;;x
ALB_artillery_4;15cm sFH 36 Immergrün;;;;;;;;;;;;;x
ALB_artillery_7;152mm Howitzer M1943 D-1;;;;;;;;;;;;;x
ALB_anti_tank_4;7.5cm Pak 40;;;;;;;;;;;;;x
ALB_armored_car_0;Autoblinda Lancia I.Z.;;;;;;;;;;;;;x
ALB_truck_engine_1;Fiat SPA 50;;;;;;;;;;;;;x
ALB_truck_engine_2;Fiat SPA 60;;;;;;;;;;;;;x
ALB_truck_engine_3;Fiat SPA Abm 1;;;;;;;;;;;;;x
ALB_truck_engine_4;Fiat SPA Abm 3;;;;;;;;;;;;;x
ALB_truck_engine_5;Fiat SPA Abm 5;;;;;;;;;;;;;x
ALB_truck_engine_6;Fiat SPA Abm 6;;;;;;;;;;;;;x
ALB_truck_engine_7;Fiat SPA Abm 9;;;;;;;;;;;;;x
ALB_super_heavy_tank_gun_1;37mm Vickers-Terni Gun & 2x 6.5mm Breda 20 MG;;;;;;;;;;;;;x
ALB_super_heavy_tank_gun_2;Cannone da 37/49 Model 35 Gun & 2x 8mm Breda 35 MG;;;;;;;;;;;;;x
ALB_super_heavy_tank_gun_3;Cannone da 47/49 Model 38 Gun & 2x 8mm Breda 38 MG;;;;;;;;;;;;;x
ALB_super_heavy_tank_gun_4;Cannone da 57/49 Model 38 Gun & 2x 8mm Breda 38 MG;;;;;;;;;;;;;x
ALB_super_heavy_tank_gun_5;Cannone da 75/32 Model 40 Gun & 3x 8mm Breda 38 MG;;;;;;;;;;;;;x
ALB_super_heavy_tank_gun_6;Cannone da 90/53 Model 43 Gun & 3x 8mm Breda 46 MG;;;;;;;;;;;;;x
ALB_super_heavy_tank_engine_1;Fiat SPA 6T M37;;;;;;;;;;;;;x
ALB_super_heavy_tank_engine_2;Fiat SPA 8T M38;;;;;;;;;;;;;x
ALB_super_heavy_tank_engine_3;Fiat SPA 15T M40;;;;;;;;;;;;;x
ALB_super_heavy_tank_engine_4;Fiat SPA 25T M42;;;;;;;;;;;;;x
ALB_super_heavy_tank_engine_5;Fiat SPA 35T M43;;;;;;;;;;;;;x
ALB_super_heavy_tank_engine_6;Fiat SPA 50T M47;;;;;;;;;;;;;x
ALB_super_heavy_tank_armour_1;40mm;;;;;;;;;;;;;x
ALB_super_heavy_tank_armour_2;50mm;;;;;;;;;;;;;x
ALB_super_heavy_tank_armour_3;75mm;;;;;;;;;;;;;x
ALB_super_heavy_tank_armour_4;90mm;;;;;;;;;;;;;x
ALB_super_heavy_tank_armour_5;100mm;;;;;;;;;;;;;x
ALB_super_heavy_tank_armour_6;125mm;;;;;;;;;;;;;x
ALB_super_heavy_tank_armour_7;150mm;;;;;;;;;;;;;x
ALB_lighttank_gun_1;2x 8mm Fiat-Revelli Model 35 MG;;;;;;;;;;;;;x
ALB_lighttank_gun_2;Cannone da 20/65 Model 35 Gun & 8mm Breda 38 MG;;;;;;;;;;;;;x
ALB_lighttank_gun_3;Cannone da 37/49 Model 40 Gun & 2x 8mm Breda 38 MG;;;;;;;;;;;;;x
ALB_lighttank_gun_4;Cannone da 47/32 Model 35 Gun & 2x 8mm Breda 40 MG;;;;;;;;;;;;;x
ALB_lighttank_gun_5;Cannone da 57/45 Model 40 Gun & 2x 8mm Breda 40 MG;;;;;;;;;;;;;x
ALB_lighttank_gun_6;Cannone da 75/32 Model 37 Gun & 3x 8mm Breda 38 MG;;;;;;;;;;;;;x
ALB_lighttank_gun_7;Cannone da 90/53 Model 41 Gun & 3x 8mm Breda 46 MG;;;;;;;;;;;;;x
ALB_lighttank_engine_1;Fiat SPA CV3;;;;;;;;;;;;;x
ALB_lighttank_engine_2;Fiat SPA 80;;;;;;;;;;;;;x
ALB_lighttank_engine_3;Fiat SPA 120;;;;;;;;;;;;;x
ALB_lighttank_engine_4;Fiat SPA 180;;;;;;;;;;;;;x
ALB_lighttank_engine_5;Fiat SPA 200;;;;;;;;;;;;;x
ALB_lighttank_engine_6;Fiat SPA 220;;;;;;;;;;;;;x
ALB_lighttank_engine_7;Fiat SPA 250;;;;;;;;;;;;;x
ALB_lighttank_armour_1;12mm;;;;;;;;;;;;;x
ALB_lighttank_armour_2;15mm;;;;;;;;;;;;;x
ALB_lighttank_armour_3;20mm;;;;;;;;;;;;;x
ALB_lighttank_armour_4;34mm;;;;;;;;;;;;;x
ALB_lighttank_armour_5;40mm;;;;;;;;;;;;;x
ALB_lighttank_armour_6;45mm;;;;;;;;;;;;;x
ALB_lighttank_armour_7;55mm;;;;;;;;;;;;;x
ALB_aeroengine_1;Shvetsov Ash-62;;;;;;;;;;;;;x
ALB_aeroengine_2;Klimov VK-105P;;;;;;;;;;;;;x
ALB_aeroengine_3;Klimov VK-105PF;;;;;;;;;;;;;x
ALB_aeroengine_4;Klimov VK-107;;;;;;;;;;;;;x
ALB_aeroengine_5;Shvetsov Ash-82FN;;;;;;;;;;;;;x
ALB_small_fueltank_1;250 Litre Fuel Tank;;;;;;;;;;;;;x ;;
ALB_small_fueltank_2;300 Litre Fuel Tank;;;;;;;;;;;;;x ;;
ALB_small_fueltank_3;350 Litre Fuel Tank;;;;;;;;;;;;;x ;;
ALB_small_fueltank_4;400 Litre Fuel Tank;;;;;;;;;;;;;x ;;
ALB_small_fueltank_5;450 Litre Fuel Tank;;;;;;;;;;;;;x ;;
ALB_small_fueltank_6;500 Litre Fuel Tank;;;;;;;;;;;;;x ;;
ALB_single_engine_aircraft_armament_1;2x 12.7mm BS MG;;;;;;;;;;;;;x ;;
ALB_single_engine_aircraft_armament_2;2x 20mm ShVAK Cannons & 2x 7.62mm ShKAS MG;;;;;;;;;;;;;x ;;
ALB_single_engine_aircraft_armament_3;2x 20mm ShVAK Cannons & 2x 12.7mm UBS MG;;;;;;;;;;;;;x ;;
ALB_single_engine_aircraft_armament_4;4x 20mm ShVAK Cannons & 4x 12.7mm UBS MG;;;;;;;;;;;;;x ;;
ALB_single_engine_aircraft_armament_5;4x 23mm NS-23 Cannons;;;;;;;;;;;;;x ;;
ALB_single_engine_aircraft_armament_6;37mm NL-37 2x 23mm NS-23 Cannons;;;;;;;;;;;;;x ;;
ALB_small_bomb_1;100kg FAB-50 Bombs;;;;;;;;;;;;;x ;;
ALB_small_bomb_2;200kg FAB-100 Bombs;;;;;;;;;;;;;x ;;
ALB_small_bomb_3;300kg FAB-150 Bombs;;;;;;;;;;;;;x ;;
ALB_small_bomb_4;400kg FAB-200 Bombs;;;;;;;;;;;;;x ;;
ALB_small_bomb_5;500kg FAB-250 Bombs;;;;;;;;;;;;;x ;;
ALB_small_bomb_6;750kg FAB-250 Bombs;;;;;;;;;;;;;x ;;
ALB_small_airsearch_radar_1;Zhuk-1;;;;;;;;;;;;;x ;;
ALB_small_airsearch_radar_2;Zhuk-3-III;;;;;;;;;;;;;x ;;
ALB_small_airsearch_radar_3;Zhuk-4-I;;;;;;;;;;;;;x ;;
ALB_small_airsearch_radar_4;Zhuk-6;;;;;;;;;;;;;x ;;
ALB_small_airsearch_radar_5;Zhuk-8;;;;;;;;;;;;;x ;;
ALB_small_navagation_radar_1;Sapfir-1;;;;;;;;;;;;;x ;;
ALB_small_navagation_radar_2;Sapfir-5;;;;;;;;;;;;;x ;;
ALB_small_navagation_radar_3;Sapfir-8;;;;;;;;;;;;;x ;;
ALB_small_navagation_radar_4;KOPYO;;;;;;;;;;;;;x ;;
ALB_small_navagation_radar_5;PSBN-M;;;;;;;;;;;;;x ;;
ALB_jet_engine_1;Tumansky RD-10;;;;;;;;;;;;;x
ALB_radio_0;R-2;;;;;;;;;;;;;x
ALB_radio_1;RF 1;;;;;;;;;;;;;x
ALB_radio_2;RF 4;;;;;;;;;;;;;x
ALB_radio_3;RF 1P;;;;;;;;;;;;;x
ALB_radio_4;RSB-F;;;;;;;;;;;;;x
ALB_radio_5;RBM-1;;;;;;;;;;;;;x
;;;;;;;;;;;;;;x
ALG_smallarms_technology_0;Fusil Berthier Modéle 1915;;;;;;;;;;;;;x
ALG_smallarms_technology_1;Fusil Automatique Modele 1917;;;;;;;;;;;;;x
ALG_smallarms_technology_2;Fusil Berthier Modéle 1930;;;;;;;;;;;;;x
ALG_smallarms_technology_3;Fusil Berthier Modéle 1932;;;;;;;;;;;;;x
ALG_smallarms_technology_4;Fusil Berthier Modéle 1934;;;;;;;;;;;;;x
ALG_smallarms_technology_5;Fusil MAS Modéle 1936;;;;;;;;;;;;;x
ALG_smallarms_technology_6;Fusil MAS Modéle 1936 CR37;;;;;;;;;;;;;x
ALG_smallarms_technology_7;Fusil MAS Modéle 1936 CR39;;;;;;;;;;;;;x
ALG_smallarms_technology_10;Fusil MAS Modéle 1936 LG48;;;;;;;;;;;;;x
ALG_support_weapon_technology_0;Mitrailleuse Hotchkiss Modéle 1914;;;;;;;;;;;;;x
ALG_support_weapon_technology_1;Mitrailleuse Hotchkiss Modéle 1922;;;;;;;;;;;;;x
ALG_support_weapon_technology_2;Fusil-Mitrailleur Modéle 1924;;;;;;;;;;;;;x
ALG_support_weapon_technology_3;Fusil-Mitrailleur Modéle 1929;;;;;;;;;;;;;x
ALG_support_weapon_technology_4;Mortier de 81mm Modéle 1931;;;;;;;;;;;;;x
ALG_support_weapon_technology_5;Mortier de 60mm Modéle 1935;;;;;;;;;;;;;x
ALG_support_weapon_technology_6;Pistolet-Mitrailleur MAS Modéle 1938;;;;;;;;;;;;;x
ALG_support_weapon_technology_10;Pistolet-Mitrailleur MAT Modéle 1949;;;;;;;;;;;;;x
ALG_light_artillery_technology_0;Canon d'Infanterie de 37mm Modéle 1916 TRP;;;;;;;;;;;;;x
ALG_light_artillery_technology_1;Canon de 75mm Montagne Modéle 1919 Schneider;;;;;;;;;;;;;x
ALG_light_artillery_technology_2;Canon de 75mm Montagne Modéle 1928 Schneider;;;;;;;;;;;;;x
ALG_light_artillery_technology_3;Canon de 75mm Modéle 1933 Puteaux;;;;;;;;;;;;;x
ALG_light_artillery_technology_4;Canon de 105mm Montagne Modéle 1928 Schneider;;;;;;;;;;;;;x
ALG_light_artillery_technology_5;Canon de 105mm Montagne Modéle 1934 Schneider;;;;;;;;;;;;;x
ALG_light_artillery_technology_6;Canon de 105mm Montagne Modéle 1936 Schneider;;;;;;;;;;;;;x
ALG_light_anti_tank_technology_1;Lances Grenades;;;;;;;;;;;;;x
ALG_light_anti_tank_technology_5;Canon Antichar 'Bazooka';;;;;;;;;;;;;x 
ALG_light_anti_tank_technology_7;RL-83 Blindicide;;;;;;;;;;;;x
ALG_militia_smallarms_0;Fusil Berthier Modéle 1915;;;;;;;;;;;;;x
ALG_militia_smallarms_1;Fusil Automatique Modele 1917;;;;;;;;;;;;;x
ALG_militia_smallarms_2;Fusil Berthier Modéle 1930;;;;;;;;;;;;;x
ALG_militia_smallarms_3;Fusil Berthier Modéle 1932;;;;;;;;;;;;;x
ALG_militia_smallarms_4;Fusil Berthier Modéle 1934;;;;;;;;;;;;;x
ALG_militia_smallarms_5;Fusil MAS Modéle 1936;;;;;;;;;;;;;x
ALG_militia_smallarms_6;Fusil MAS Modéle 1936 CR37;;;;;;;;;;;;;x
ALG_militia_smallarms_7;Fusil MAS Modéle 1936 CR39;;;;;;;;;;;;;x
ALG_militia_smallarms_10;Fusil MAS Modéle 1936 LG48;;;;;;;;;;;;;x
ALG_militia_support_weapons_0;Mitrailleuse Hotchkiss Modéle 1914;;;;;;;;;;;;;x
ALG_militia_support_weapons_1;Mitrailleuse Hotchkiss Modéle 1922;;;;;;;;;;;;;x
ALG_militia_support_weapons_2;Fusil-Mitrailleur Modéle 1924;;;;;;;;;;;;;x
ALG_militia_support_weapons_3;Fusil-Mitrailleur Modéle 1929;;;;;;;;;;;;;x
ALG_militia_support_weapons_4;Mortier de 81mm Modéle 1931;;;;;;;;;;;;;x
ALG_militia_support_weapons_5;Mortier de 60mm Modéle 1935;;;;;;;;;;;;;x
ALG_militia_support_weapons_6;Pistolet-Mitrailleur MAS Modéle 1938;;;;;;;;;;;;;x
ALG_militia_support_weapons_10;Pistolet-Mitrailleur MAT Modéle 1949;;;;;;;;;;;;;x
ALG_anti_air_guns_8;Bofors 40mm Anti-Air Gun Model 1948;;;;;;;;;;;;;x
ALG_armored_car_7;M8 Greyhound;;;;;;;;;;;;;x
ALG_tank_destroyer_3;SU-85;;;;;;;;;;;;;x
ALG_tank_destroyer_4;SU-100;;;;;;;;;;;;;x
ALG_truck_engine_1;Hercules JXC;;;;;;;;;;;;;x
ALG_truck_engine_2;Lycoming MODGFC;;;;;;;;;;;;;x
ALG_truck_engine_3;GMC 180;;;;;;;;;;;;;x
ALG_truck_engine_4;Hercules JXD;;;;;;;;;;;;;x
ALG_truck_engine_5;GMC 270;;;;;;;;;;;;;x
ALG_truck_engine_6;Cadillac 42;;;;;;;;;;;;;x
ALG_truck_engine_7;Cadillac 60;;;;;;;;;;;;;x
ALG_super_heavy_tank_gun_1;45mm 20-K Gun & 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_super_heavy_tank_gun_2;76mm 3-K Gun & 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_super_heavy_tank_gun_3;76mm ZiS-3 Gun & 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_super_heavy_tank_gun_4;122mm A-19S Gun & 12.7mm DShK MG;;;;;;;;;;;;;x
ALG_super_heavy_tank_gun_5;152mm M-10 Howitzer & 3x 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_super_heavy_tank_gun_6;152mm ML-20S Howitzer & 12.7mm DShK MG;;;;;;;;;;;;;x
ALG_super_heavy_tank_engine_1;GAZ T-26 HO8;;;;;;;;;;;;;x
ALG_super_heavy_tank_engine_2;GAZ-203;;;;;;;;;;;;;x
ALG_super_heavy_tank_engine_3;Mikulin M-5;;;;;;;;;;;;;x
ALG_super_heavy_tank_engine_4;GAZ V-2-K;;;;;;;;;;;;;x
ALG_super_heavy_tank_engine_5;GAZ V-2-IS;;;;;;;;;;;;;x
ALG_super_heavy_tank_armour_1;35mm;;;;;;;;;;;;;x
ALG_super_heavy_tank_armour_2;60mm;;;;;;;;;;;;;x
ALG_super_heavy_tank_armour_3;80mm;;;;;;;;;;;;;x
ALG_super_heavy_tank_armour_4;90mm;;;;;;;;;;;;;x
ALG_super_heavy_tank_armour_5;110mm;;;;;;;;;;;;;x
ALG_super_heavy_tank_armour_6;120mm;;;;;;;;;;;;;x
ALG_super_heavy_tank_armour_7;150mm;;;;;;;;;;;;;x
ALG_tank_gun_1;45mm 21-K Gun & 3x 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_tank_gun_2;76mm KT-28 Gun & 4x 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_tank_gun_3;76mm A-19 & 37mm PS-2 Guns & 5x 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_tank_gun_4;76mm F-34 Gun & 2x 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_tank_gun_5;85mm D-5T Gun & 2x 7.62mm Degtyaryov MG;;;;;;;;;;;;;x
ALG_tank_gun_6;100mm D-25-44T Gun & 12.7mm DShK MG;;;;;;;;;;;;;x
ALG_tank_gun_7;122mm D-10T Gun & 12.7mm DShK MG;;;;;;;;;;;;;x
ALG_tank_engine_1;Mikulin M-17;;;;;;;;;;;;;x
ALG_tank_engine_2;Mikulin M-17L;;;;;;;;;;;;;x
ALG_tank_engine_3;GAZ V-2-34;;;;;;;;;;;;;x
ALG_tank_engine_4;GAZ V-2-34M;;;;;;;;;;;;;x
ALG_tank_engine_5;GAZ V-44;;;;;;;;;;;;;x
ALG_tank_armour_1;15mm;;;;;;;;;;;;;x
ALG_tank_armour_2;20mm;;;;;;;;;;;;;x
ALG_tank_armour_3;30mm;;;;;;;;;;;;;x
ALG_tank_armour_4;50mm;;;;;;;;;;;;;x
ALG_tank_armour_5;90mm;;;;;;;;;;;;;x
ALG_tank_armour_6;120mm;;;;;;;;;;;;;x
ALG_tank_armour_7;140mm;;;;;;;;;;;;;x
ALG_single_engine_aircraft_armament_1;2x 12.7mm BS MG;;;;;;;;;;;;;x ;;
ALG_single_engine_aircraft_armament_2;2x 20mm ShVAK Cannons & 2x 7.62mm ShKAS MG;;;;;;;;;;;;;x ;;
