ALL_PLAYERS_HERE;所有玩家就位。;Tous les joueurs pr閟ents.;Alle Spieler anwesend.;Wszyscy gracze obecni.;Todos los jugadores presentes.;Tutti i giocatori sono presenti.;Minden j醫閗os jelen van.;V歩chni hr徼i jsou zde.;;;;;;x
LOOKING_FOR_HOST;搜寻主机……;Recherche de l'h魌e?;Suche nach Host ...;Trwa poszukiwanie gospodarza...;Buscando anfitri髇...;Ricerca host in corso...;Kiszolg醠? keres閟e?;Hled醤? hostitele...;;;;;;x
LOST_PLAYER;一个玩家已经丢失……;Un joueur a 閠? perdu?;Die Verbindung eines Spielers wurde getrennt ...;Gracz jest niedost阷ny...;Se ha perdido un jugador...;Un giocatore ? stato perduto...;Egy j醫閗os elt鹡t?;Hr徼 byl ztracen...;;;;;;x
SERVER_LOST;服务器已经丢失。;La connexion avec le serveur a 閠? perdue.;Die Serververbindung wurde getrennt.;Serwer jest niedost阷ny.;Se ha perdido el servidor.;Il server non ? pi? collegato.;A kapcsolat a szerverrel megszakadt.;Server byl ztracen.;;;;;;x
JOIN_IP_TITLE;输入IP地址……;Saisissez l'adresse IP?;IP-Adresse eingeben ?;Wprowad? adres IP...;Introduce la direcci髇 IP...;Immettere un indirizzo IP...;蛂d be az IP c韒et:;Zadejte adresu IP...;;;;;;x
HOST_TITLE;输入你的游戏名称……;Saisissez le nom de votre partie?;Geben Sie den Namen Ihres Spiels ein...;Wprowad? nazw? gry...;Introduce el nombre de tu partida...;Immettere il nome della partita...;蛂d be a j醫閗 nev閠?;Zadejte n醶ev sv? hry...;;;;;;x
HOST_BUTTON;主机;H魌e;Host;Stw髍z gr?.;Anfitri髇;Host;Kiszolg醠?;Hostitel;;;;;;x
JOIN_BUTTON;加入;Rejoindre;Beitreten;Do彻cz;Unirse a una;Partecipare;Csatlakoz醩;P鴌pojit;;;;;;x
LOG_SETTING_LOG;在日志中显示。;Afficher dans l'historique.;In Log anzeigen.;Poka? w dzienniku.;Mostrar en el registro.;Visualizzare nella cronologia.;Napl髗醩 megjelen韙閟e;Zobrazit v protokolu.;;;;;;x
LOG_SETTING_POPUP;打开弹出窗口。;Ouvrir une fen阾re de popup.;Popup-Fenster aufrufen.;Otw髍z okno.;Abrir ventana emergente.;Aprire una finestra popup.;Felugr? ablak megnyit醩a;Zobrazit rozev韗ac? okno.;;;;;;x
LOG_SETTING_MAP;在地图上显示。;Montrer sur la carte.;Auf Karte zeigen.;Poka? na mapie.;Mostrar sobre el mapa.;Visualizzare sulla mappa.;T閞k閜en val? jel鰈閟;Zobrazit na map?.;;;;;;x
LOG_SETTING_IDLE;显示为闲置信息。;Afficher en tant que message Inactif.;Als Idle-Nachricht anzeigen.;Wy渨ietl jako wiadomo滄 nieaktywn?.;Mostrar como mensaje secundario.;Visualizzare come messaggio inattivo.;躵esj醨ati 鼁enetk閚t val? megjelen韙閟;Zobrazit jako zpr醰u o ne鑙nnosti.;;;;;;x
QUIT_TITLE;退出游戏;Quitter le jeu;Spiel beenden;Wyjd? z gry;Abandonar el juego;Uscire dal gioco;Kil閜閟;Ukon鑙t hru;;;;;;x
QUIT_DESC;你确定要退出游戏并返回桌面吗？;蕋es-vous s鹯 de vouloir quitter le jeu et retourner au bureau ?;M鯿hten Sie wirklich beenden und zum Desktop zur點kkehren?;Czy na pewno chcesz wyj滄 z gry do Windows?;縀st醩 seguro de que deseas abandonar y volver al escritorio?;Uscire e tornare al desktop?;Biztos vagy benne, hogy ki szeretn閘 l閜ni a j醫閗b髄?;Opravdu chcete ukon鑙t hru?;;;;;;x
ZOOM_IN;放大;Zoomervers l'avant;Vergr鲞ern.;Powi阫sz;Acerca el zoom;Ingrandire.;K鰖el韙閟;Zaost鴌t nabl韟ko.;;;;;;x
ZOOM_OUT;缩小;Zoomer vers l'arri鑢e;Verkleinern.;Pomniejsz;Aleja el zoom;Rimpicciolire.;T醰ol韙醩;Zaost鴌t na d醠ku.;;;;;;x
RESIGN_TITLE;放弃游戏;Abandonner la partie;Spiel aufgeben;Zako馽z gr?;Renunciar a partida;Abbandonare la partita;J醫閗 felad醩a;Odstoupit ze hry;;;;;;x
RESIGN_DESC;你确定要放弃游戏并返回主菜单吗？;蕋es-vous s鹯 de vouloir abandonner et retourner au menu principal ?;M鯿hten Sie aufgeben und zum Hauptmen? zur點kkehren?;Czy naprawd? chcesz sko馽zy? gr? i wr骳i? do menu g丑wnego?;縀st醩 seguro de que deseas renunciar a esta partida y volver al escritorio?;Abbandonare la partita e tornare al menu principale?;Biztos vagy benne, hogy feladod, 閟 visszat閞sz a f鮩en黚e?;Opravdu chcete ukon鑙t hru a vr醫it se do hlavn? nab韉ky?;;;;;;x
SCAN;搜索;Rechercher;Scan;Skanuj;Escanear;Scansione;Keres;Skenov醤?;;;;;;x
STOP_SCAN;停止搜索;Arr阾er la recherche;Stop;Przerwij skanowanie;Detener escaneado;Interrompere scansione;Keres閟 meg醠l韙醩a;Zastavit skenov醤?;;;;;;x
TIP_KICK;踢除玩家;Expulser le joueur;Spieler hinauswerfen;Wyrzu? gracza;Expulsar jugador;Espelli giocatore;J醫閗os kir鷊醩a;Vylou鑙t hr徼e;;;;;;x
TIP_BAN;在本次通讯中封禁玩家;Bannir le joueur pour la dur閑 de cette session;Spieler f黵 die Dauer dieser Session ausschlie遝n;Zabro? graczowi uczestnictwa w grze na czas trwania tej sesji.;Vetar al jugador durante el resto de la sesi髇.;Bandisci il giocatore fino al termine della sessione;J醫閗os kitilt醩a egy ideig ebb鮨 a j醫閗b髄;Zak醶at hr徼i p?韘tup po zbytek relace;;;;;;x
PLAYER_KICKED;$NAME$被主机踢除。;$NAME$ a 閠? expuls? par l'h魌e.;$NAME$ wurde vom Host hinausgeworfen.;$NAME$ zosta? usuni阾y z gry przez gospodarza.;$NAME$ fue expulsado por el anfitri髇.;Il giocatore $NAME$ ? stato espulso dall'host.;$NAME$-t kir鷊ta a hoszt.;$NAME$ byl hostitelem vylou鑕n.;;;;;;x
PLAYER_BANNED;$NAME$被主机封禁。;$NAME$ a 閠? banni par l'h魌e.;$NAME$ wurde vom Host ausgeschlossen.;$NAME$ zosta? zablokowany przez gospodarza.;$NAME$ fue vetado por el anfitri髇.;Il giocatore $NAME$ ? stato bandito dall'host.;$NAME$-t bannolta a hoszt.;$NAME$ byl hostitelem potrest醤.;;;;;;x
YOUKICKED;由于你的不当行为，你已经被主机踢除！;Votre mauvais comportement vous a valu de vous faire expulser par l'h魌e !;Sie wurden vom Host f黵 Ihre b鰏en Taten hinausgeworfen!;Za swoje nikczemne czyny zosta砮? usuni阾y z gry przez gospodarza!;?El anfitri髇 te ha vetado por tu mal comportamiento!;Sei stato espulso dall'host per il tuo comportamento scorretto!;謗d鰃i cselekedeteid miatt kir鷊ott a hoszt!;Byli jste ze hry vylou鑕ni hostitelem!;;;;;;x
BAD_VERSION;主机游戏为另一个版本！;L'h魌e poss鑔e une autre version du jeu !;Der Host hat eine andere Spielversion!;Gospodarz ma inn? wersj? gry!;?El anfitri髇 tiene otra versi髇 del juego!;L'host ha una versione diversa del gioco!;A hosztnak m醩 a j醫閗verzi骿a.;Hostitel pou烅v? jinou verzi hry!;;;;;;x
JOINED_CHANNEL;加入$CHAN$频道。;Canal $CHAN$ rejoint.;Kanal $CHAN$ beitreten.;Do彻czy? do kana硊 $CHAN$.;Te has unido al canal $CHAN$.;Partecipa al canale $CHAN$.;Csatlakozt醠 a szob醜oz: $CHAN$.;P鴌pojili jste se ke kan醠u $CHAN$.;;;;;;x
USER_JOINED_CHANNEL;$NAME$加入了频道。;$NAME$ a rejoint le canal.;$NAME$ ist dem Kanal beigetreten.;Gracz $NAME$ do彻czy? do kana硊.;$NAME$ se uni? al canal.;Il giocatore $NAME$ partecipa al canale.;$NAME$ csatlakozott a szob醜oz.;$NAME$ se p鴌pojil ke kan醠u.;;;;;;x
USER_LEFT_CHANNEL;$NAME$离开了频道。;$NAME$ a quitt? le canal.;$NAME$ hat den Kanal verlassen.;$NAME$ opu渃i? kana?.;$NAME$ abandon? canal.;Il giocatore $NAME$ ha lasciato il canale.;$NAME$ elhagyta a szob醫.;$NAME$ opustil kan醠.;;;;;;x
METASERVER_GAME_INFO;创建者：$CREATOR$\n日期：$DATE$;Cr閍teur : $CREATOR$ \n Date : $DATE$;Ersteller: $CREATOR$ \n Datum: $DATE$;Tw髍ca: $CREATOR$ \n Dane: $DATE$;Creador: $CREATOR$ \n Fecha: $DATE$;Creatore: $CREATOR$ \n Data: $DATE$;Tulajdonos: $CREATOR$ \n D醫um: $DATE$;Tv鵵ce: $CREATOR$ \n Datum: $DATE$;;;;;;x
MESSAGE_IS_POPUP;此类信息将$TRUTH$显示于弹出窗口中。;Ce type de message $TRUTH$ est actuellement affich? comme popup.;Dieser Nachrichtentyp wird momentan $TRUTH$ als Popup angezeigt.;Ten rodzaj wiadomo渃i aktualnie $TRUTH$ wy渨ietlany w oknie.;Este tipo de mensaje actualmente $TRUTH$ representado en una ventana emergente.;Questo tipo di messaggio al momento $TRUTH$ visualizzato come popup.;Az 鼁enett韕us megjelenik el鮱gr? ablakk閚t:;Tato zpr醰a se pr醰? $TRUTH$ zobrazila v rozev韗ac韒 okn?.;;;;;;x
MESSAGE_IS_LOG;此类信息将$TRUTH$显示于日志中。;Ce type de message $TRUTH$ est actuellement affich? dans l'historique.;Dieser Nachrichtentyp wird momentan $TRUTH$ im Log angezeigt.;Ten rodzaj wiadomo渃i aktualnie $TRUTH$ wy渨ietlany w dzienniku gry.;Este tipo de mensaje actualmente $TRUTH$ representado en el registro.;Questo tipo di messaggio al momento $TRUTH$ visualizzato nella cronologia.;Az 鼁enett韕us l醫hat? az 鼁enetnapl骲an: ;Tato zpr醰a se pr醰? $TRUTH$ zobrazila v protokolu.;;;;;;x
MESSAGE_IS_ONMAP;此类信息将$TRUTH$显示于地图上（如果可用）。;Ce type de message $TRUTH$ est actuellement affich? sur la carte (si applicable);Dieser Nachrichtentyp wird momentan $TRUTH$ auf der Karte angezeigt (falls m鰃lich).;Ten rodzaj wiadomo渃i aktualnie $TRUTH$ wy渨ietlany na mapie (w stosownych przypadkach).;Este tipo de mensaje actualmente $TRUTH$ representado en el mapa (si procede).;Questo tipo di messaggio al momento $TRUTH$ visualizzato sulla mappa (se appropriato).;Az 鼁enett韕us l醫hat? a t閞k閜en: ;Tato zpr醰a se pr醰? $TRUTH$ zobrazila na map? (je-li k dispozici).;;;;;;x
MESSAGE_SETTING_TRUE;是;est;ist;jest;est?;?;BE;je;;;;;;x
MESSAGE_SETTING_FALSE;否;n'est pas;ist nicht;nie jest;no est?;non ?;KI;nen?;;;;;;x
MENU_BAR_SAVE_GAME;储存游戏;Sauvegarder la partie;Spiel speichern;Zapisz gr?;Guardar partida;Salva partita;Ment閟;Ulo瀒t hru;;;;;;x
MENU_BAR_GAME_OPTIONS;游戏选项;Options de jeu;Spieloptionen;Opcje gry;Opciones del juego;Opzioni di gioco;Be醠l韙醩ok;Hern? nastaven?;;;;;;x
MENU_BAR_GAME_RESIGN;放弃游戏;Abandonner;Partie Beenden;Zrezygnuj;Renunciar;Abbandona;Felad醩;Rezignovat;;;;;;x
MENU_BAR_MESSAGE_SETTINGS;信息设置;Param鑤res des messages;Nachrichten-Einstellungen;Ustawienia wiadomo渃i;Configuraci髇 de los mensajes;Impostazione dei messaggi;躾enetek be醠l韙醩ai;Nastaven? zpr醰;;;;;;x
MENU_BAR_QUIT;退出游戏;Quitter;Beenden;Wyj渃ie;Salir;Uscire;Kil閜閟;Konec;;;;;;x
MENU_BAR_CLOSE;关闭;Fermer;Schlie遝n;Zamknij;Cerrar;Chiudere;Bez醨醩;Zav?韙;;;;;;x
MENU_BAR_SAVE;储存;Sauvegarder;Speichern;Zapisz;Guardar;Salvare;Ment閟;Ulo瀒t;;;;;;x
MENU_BAR_SAVE_GAME_FILENAME;储存文件名为：;Nom du fichier de la partie sauvegard閑 :;Dateinamen speichern:;Nazwa zapisanego pliku:;Nombre de archivo de partida guardada:;Nome file salvataggio:;Ment閟 f醞lneve:;N醶ev ulo瀍n? hry:;;;;;;x
CHAT_ALLIES;盟国;Alli閟;Verb黱dete;Sojusz.;Aliados;Alleati;Sz鰒ets間esek;Spojenci;;;;;;x
CHAT_FOES;敌人;Ennemis;Feinde;Wrog.;Enemigos;Nemici;Ellens間ek;Nep?醫el?;;;;;;x
CHAT_ALL;全部;Tous;Alle;Wszyscy;Todos;Tutti;Mindenki;V歩chni;;;;;;x
CHATMESSAGE_SETUP;当你接收到一条聊天信息;Lorsque vous recevez un message sur le chat;Wenn Sie eine Chatmessage erhalten;Kiedy otrzymujesz wiadomo滄;Cuando recibes un mensaje de di醠ogo;Quando ricevi un messaggio chat;Ha 鼁enetet kapsz;Kdy? obdr烅te zpr醰u;;;;;;x
CHATMESSAGE_HEADER;聊天信息;Message de chat;Chatmessage;Wiadomo滄;Mensaje de di醠ogo;Messaggio chat;Csevej鼁enet;Zpr醰a;;;;;;x
CHATMESSAGE_1;收到新信息;Communication entrante,;Kommunikationseingang;Przychodz筩a wiadomo滄;Comunicaci髇 entrante,;Comunicazione in arrivo,;Bej鰒? 鼁enet;P?韈hoz? rozhovor,;;;;;;x
CHATMESSAGE_2;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_3;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;;;;;;x
CHATMESSAGE_4;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_5;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_6;*;*;*;*;*;*;*;;;;;;;x
CHATMESSAGE_LOG;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;$TEXT$;;;;;;x
CHATMESSAGE_BTN1;好;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x
CHATMESSAGE_BTN2;好;OK;OK;OK;OK;OK;Rendben;OK;;;;;;x
CHATMESSAGE_BTN3;查看;Aller ?;GOTO;Id? do;Ir all?;Andare;Ugr醩;P鴈j韙 na;;;;;;x
CHATMESSAGE_MAP;*;*;*;*;*;*;*;;;;;;;x
######################################################################;;;;;;;;;;;;;;x
######################################################################;;;;;;;;;;;;;;x
# Meta Server;;;;;;;;;;;;;;x
MS_USERNAME;用户名：;Nom d'utilisateur :;Benutzername:;Nazwa u縴tkownika;Nombre de usuario:;Nome utente:;Felhaszn醠骾 n関:;Jm閚o u瀒vatele:;;;;;;x
MS_PASSWORD;密码：;Mot de passe :;Kennwort:;Has硂;Contrase馻:;Password:;Jelsz?:;Heslo:;;;;;;x
MS_CREATE_GAME;创建游戏;Cr閑r une partie;Spiel erstellen;Stw髍z gr?;Crear juego;Creare partita;趈 j醫閗;Vytvo鴌t hru;;;;;;x
MS_NAME;名称：;Nom :;Name:;Nazwa:;Nombre:;Nome:;N関;Jm閚o:;;;;;;x
MS_USE_PASSWORD;使用密码;Utiliser un mot de passe;Kennwort benutzen;U縴j has砤;Usar contrase馻;Usare password;Jelsz? haszn醠ata;Pou烅t heslo;;;;;;x
MS_JOIN_GAME;加入游戏;Rejoindre la partie;Spiel beitreten;Do彻cz do gry;Unirse al juego;Partecipare alla partita;Csatlakoz醩 sikertelen;P鴌pojit ke h鴈;;;;;;x
MS_PASSWD;密码;Mot de passe;Kennwort;Has硂;Contrase馻;Password;Jelsz?;Heslo;;;;;;x
MS_ALERT;警告;Alerte;Benachrichtigung;Powiadomienie;Alerta;Avvertimento;Riad?;V齭traha;;;;;;x
MS_CONNECTION_FAILED;连接失败！;La connexion a 閏hou? !;Verbindung nicht zustande gekommen!;Nie uda硂 si? po彻czy?!;?Fallo de conexi髇!;Connessione non riuscita!;Csatlakoz醩 sikertelen;P鴌pojen? se nezda鴌lo!;;;;;;x
MS_CHANNELS;频道;Canaux;Kan鋖e;Kana硑;Canales;Canali;Csatorn醟;Kan醠y;;;;;;x
MS_METASERVER_LOGIN;服务器登陆;Se connecter au m閠aserveur;Metaserver-Login;Login metaserwera;Inicio de sesi髇 en Metaserver;Login metaserver;K鰖tes szerver bejelentkez閟;P鴌hl釟en? k prim醨n韒u serveru;;;;;;x
MS_JOINGAME;加入游戏;Rejoindre la partie;Spiel beitreten;Do彻cz do gry;Unirse al juego;Partecipare alla partita;Csatlakoz醩;P鴌pojit ke h鴈;;;;;;x
MS_REFRESH;刷新;Actualiser;Aktualisieren;Od渨ie?;Actualizar;Aggiornare;Friss韙閟;Aktualizovat;;;;;;x
MS_START;开始;Commencer;Start;Start;Inicio;Avviare;Start;Spustit;;;;;;x
MS_BACK;返回;Retour;Zur點k;Powr髏;Atr醩;Indietro;Vissza;Zp靦;;;;;;x
MS_JOIN;加入;Rejoindre;Beitreten;Do彻cz;Unirse a una;Partecipare;Csatlakoz醩;P鴌pojit;;;;;;x
MS_JOIN_CHANNEL;加入频道;Rejoindre le canal;Kanal beitreten;Do彻cz do kana硊;Unirse a un canal;Partecipare al canale;Csatlakoz醩 a csatorn醜oz;P鴌pojit ke kan醠u;;;;;;x
MS_LOGIN;登陆;Se connecter;Anmelden;Login;Inicio de sesi髇;Login;Bejelentkez閟;P鴌hl醩it;;;;;;x
MS_CREATE;创建;Cr閑r;Erstellen;Stw髍z;Crear;Creare;趈 j醫閗;Vytvo鴌t;;;;;;x
MS_GAMES;游戏;Parties;Spiele;Gry;Juegos;Partite;J醫閗;Hry;;;;;;x
MS_INFORMATION;信息;Informations;Information;Informacje;La informaci髇;Informazioni;Inform醕i?;Informace;;;;;;x
MS_CHAT;聊天;Chat;Chat;Chat;Di醠ogo;Chat;Csevej;Konverzace;;;;;;x
MS_CHANNEL_PLAYER;#频道名称/玩家列表;#Channelname/Playerlist;#Kanalname/Spielerliste;#Nazwa kana硊/Lista graczy;#Nombre de canal/Lista de jugadores;#Nome canale/elenco giocatori;#csatornan関/j醫閗oslista;#N醶ev kan醠u/Seznam hr徼?;;;;;;x
MS_CONNECTION_LOST;连接丢失。;Connexion perdue.;Verbindung getrennt.;Po彻czenie zerwane.;Conexi髇 perdida.;Connessione interrotta.;A kapcsolat megszakadt;P鴌pojen? p鴈ru歟no.;;;;;;x
